Latitude;Longitude;Altitude;CD_setor;N egg;N larvae;N pupae;N adults;A1;A2;B;C;D1;D2;E;Type
-11.3035735118;-37.505820733;0;280630505000034;0;0;0;0;0;2;4;0;2;0;0;R
-11.3035869648;-37.50634167;0;280630505000034;0;0;0;0;1;2;2;0;2;4;0;R
-11.3032042978;-37.506697335;0;280630505000034;0;0;0;0;0;1;4;0;1;2;0;R
-11.3028746538;-37.506915476;0;280630505000034;0;0;0;0;1;0;2;0;1;4;0;R
-11.3029933728;-37.507528855;0;280630505000034;0;0;0;0;1;2;1;0;0;1;0;R
-11.3024987118;-37.508320312;0;280630505000034;0;0;0;0;0;1;4;0;1;0;0;R
-11.3020040518;-37.508419244;0;280630505000034;0;0;0;0;0;0;3;0;1;0;0;R
-11.3016478958;-37.508953477;0;280630505000034;0;0;0;0;0;2;2;0;0;1;0;R
-11.3012917398;-37.509586643;0;280630505000034;0;0;0;0;0;1;3;0;1;2;0;R
-11.3008564388;-37.510081303;0;280630505000034;0;0;0;0;0;0;3;0;1;2;0;R
-11.3004607108;-37.510338527;0;280630505000034;0;0;0;0;1;1;3;0;2;1;0;R
-11.3001441278;-37.510674896;0;280630505000034;0;0;0;0;0;0;1;0;0;1;0;R
-11.3001441278;-37.511248702;0;280630505000034;0;0;0;0;1;1;3;0;0;2;0;R
-11.3000847688;-37.511842295;0;280630505000034;0;0;0;0;0;1;3;0;1;3;0;R
-11.3001243418;-37.512396314;0;280630505000034;0;0;0;0;0;1;1;0;1;3;0;R
-11.2999462638;-37.512890975;0;280630505000034;0;0;0;0;0;1;2;0;0;3;0;R
-11.2996890398;-37.513642859;0;280630505000034;0;0;0;0;0;2;1;0;2;1;0;R
-11.2996494678;-37.514414529;0;280630505000034;0;0;0;0;0;2;0;0;0;4;0;R
-11.2992141658;-37.51540385;0;280630505000034;0;0;0;0;1;1;2;0;2;0;0;R
-11.2992933118;-37.516373385;0;280630505000034;0;0;0;0;1;2;3;0;1;4;0;R
-11.2993328848;-37.517600143;0;280630505000034;0;0;0;0;1;0;0;0;0;3;0;R
-11.2992141658;-37.518470746;0;280630505000034;0;0;0;2;1;1;2;0;2;2;0;R
-11.2988184378;-37.519262202;0;280630505000034;0;0;0;0;0;0;0;0;0;2;0;R
-11.2987986508;-37.520053659;0;280630505000034;0;0;0;0;1;0;0;0;0;3;0;R
-11.2989767288;-37.520864902;0;280630505000034;0;0;0;0;1;2;0;0;0;1;0;R
-11.2990558748;-37.521715719;0;280630505000034;0;0;0;0;0;0;1;0;1;0;0;R
-11.2992933118;-37.523259059;0;280630505000034;0;0;0;0;1;0;2;0;1;1;0;R
-11.2993279378;-37.523921904;0;280630505000034;0;0;0;0;1;1;4;0;2;2;0;R
-11.2993477248;-37.524693575;0;280630505000034;0;4;0;0;1;0;2;0;0;1;0;R
-11.2995258018;-37.525445459;0;280630505000034;0;0;0;0;1;2;4;0;1;4;0;R
-11.3000006768;-37.526019265;0;280630505000034;0;0;0;0;1;0;1;0;2;3;0;R
-11.3003568318;-37.526395207;0;280630505000034;0;0;0;0;0;2;2;0;0;4;0;R
-11.3006140558;-37.527107518;0;280630505000034;0;0;0;0;1;1;3;0;2;1;0;R
-11.3009108518;-37.527344955;0;280630505000034;0;0;0;0;1;0;0;0;1;1;0;R
-11.3016825218;-37.527384528;0;280630505000034;0;0;0;0;0;0;0;0;1;4;0;R
-11.3023354738;-37.527582392;0;280630505000034;0;0;0;0;0;1;3;0;1;2;0;R
-11.3029686398;-37.527701111;0;280630505000034;0;0;0;0;1;2;3;0;2;3;0;R
-11.3035424458;-37.527780256;0;280630505000034;0;0;0;0;0;2;1;0;0;4;0;R
-11.3039722488;-37.52818317;0;280630505000034;0;0;0;0;1;2;3;0;1;3;0;R
-11.3045317668;-37.52853214;0;280630505000034;0;0;0;0;0;1;3;0;2;1;0;R
-11.3050854658;-37.529226739;0;280630505000034;0;0;0;0;0;0;2;0;1;0;0;R
-11.3053825828;-37.530213986;0;280630505000034;0;0;0;0;1;2;1;0;1;4;0;R
-11.3053034368;-37.531104375;0;280630505000034;0;0;0;0;0;2;3;0;0;2;0;R
-11.3052045048;-37.532034337;0;280630505000034;0;0;0;0;0;2;1;0;1;0;0;R
-11.3049274948;-37.532707075;0;280630505000034;0;0;0;0;1;0;4;0;1;2;0;R
-11.3046504848;-37.533478745;0;280630505000034;0;0;0;0;1;2;2;0;2;2;0;R
-11.3043536888;-37.534052552;0;280630505000034;0;0;0;0;0;2;0;0;2;0;0;R
-11.3042547568;-37.534745076;0;280630505000034;0;0;0;0;0;0;3;0;1;1;0;R
-11.3040371058;-37.535239737;0;280630505000034;0;0;0;0;1;1;0;0;1;1;0;R
-11.3039579608;-37.535853116;0;280630505000034;0;0;0;0;1;0;4;0;2;1;0;R
-11.3038788148;-37.536426922;0;280630505000034;0;0;0;0;1;2;0;0;1;1;0;R
-11.3035820188;-37.537000728;0;280630505000034;0;0;0;0;1;0;3;0;1;4;0;R
-11.3035622318;-37.53765368;0;280630505000034;0;0;0;0;1;1;2;0;0;1;0;R
-11.3033445818;-37.538187914;0;280630505000034;0;0;0;0;1;0;1;0;1;0;0;R
-11.3030675718;-37.538741933;0;280630505000034;0;0;0;0;0;0;2;0;2;3;0;R
-11.3030477848;-37.539592749;0;280630505000034;0;0;0;0;1;2;2;0;0;4;0;R
-11.3029290668;-37.540126983;0;280630505000034;0;0;0;0;1;2;2;0;2;2;0;R
-11.3032456488;-37.540681003;0;280630505000034;0;0;0;0;1;2;4;0;0;4;0;R
-11.3035424458;-37.541076731;0;280630505000034;0;0;0;0;0;1;3;0;0;4;0;R
-11.3036809508;-37.541848401;0;280630505000034;0;0;0;0;0;2;0;0;2;4;0;R
-11.3038396048;-37.542236743;0;280630505000034;0;0;0;0;1;0;2;0;2;3;0;R
-11.3039975328;-37.542817936;0;280630505000034;0;0;0;0;1;2;0;0;1;2;0;R
-11.3039381738;-37.543470888;0;280630505000034;0;0;0;0;1;2;2;0;2;0;0;R
-11.3039777468;-37.544460209;0;280630505000034;0;19;0;0;1;0;0;0;0;1;0;R
-11.3037600958;-37.544954869;0;280630505000034;0;0;0;0;1;0;2;0;1;0;0;R
-11.3036215908;-37.545390171;0;280630505000034;0;0;0;0;0;1;3;0;1;1;0;R
-11.3039183878;-37.545766113;0;280630505000034;0;0;0;0;1;2;1;0;1;2;0;R
-11.3039579608;-37.546438851;0;280630505000034;0;0;0;0;1;2;4;0;0;2;0;R
-11.3038392418;-37.546973084;0;280630505000034;0;0;0;0;0;1;4;0;2;3;0;R
-11.3036809508;-37.547388599;0;280630505000034;0;0;0;0;0;2;2;0;1;3;0;R
-11.3037600958;-37.547863473;0;280630505000034;0;0;0;0;1;0;1;0;2;4;0;R
-11.3038590288;-37.548338347;0;280630505000034;0;0;0;0;0;2;0;0;2;3;0;R
-11.3040568928;-37.54893194;0;280630505000034;0;0;0;0;0;0;3;0;0;4;0;R
-11.3046504848;-37.549466173;0;280630505000034;0;0;0;0;0;1;0;0;0;2;0;R
-11.3050462138;-37.549525532;0;280630505000034;0;0;0;0;0;0;3;0;2;1;0;R
-11.3054221558;-37.549327668;0;280630505000034;0;0;0;0;1;0;4;0;2;0;0;R
-11.3061344668;-37.549545319;0;280630505000034;0;0;0;0;0;1;1;0;1;2;0;R
-11.3068665638;-37.549743183;0;280630505000034;0;0;0;0;0;2;3;0;1;4;0;R
-11.3074997298;-37.549842115;0;280630505000034;0;0;0;0;1;1;3;0;2;4;0;R
-11.3081328948;-37.550059766;0;280630505000034;0;29;0;0;1;0;3;0;2;0;0;R
-11.3084494778;-37.550851223;0;280630505000034;0;0;0;0;1;2;2;0;1;4;0;R
-11.3086473418;-37.551603107;0;280630505000034;0;0;0;0;0;0;1;0;2;1;0;R
-11.3087462738;-37.552473709;0;280630505000034;0;0;0;0;0;1;4;0;2;3;0;R
-11.3089837108;-37.553166234;0;280630505000034;0;0;0;0;0;2;3;0;0;4;0;R
-11.3092409348;-37.553799399;0;280630505000034;0;0;0;0;1;0;3;0;1;0;0;R
-11.3098345278;-37.554313846;0;280630505000034;0;0;0;0;0;2;4;0;2;1;0;R
-11.3102500418;-37.554828293;0;280630505000034;0;0;0;0;0;0;3;0;2;0;0;R
-11.3108040618;-37.555501031;0;280630505000034;0;0;0;0;1;2;4;0;1;1;0;R
-11.3110612858;-37.556094624;0;280630505000034;0;0;0;0;0;1;1;0;2;2;0;R
-11.3114372278;-37.55666843;0;280630505000034;0;0;0;0;1;0;2;0;1;0;0;R
-11.3115955188;-37.557182877;0;280630505000034;0;0;0;0;0;0;0;0;1;3;0;R
-11.3116746648;-37.557756683;0;280630505000034;0;0;0;0;0;0;0;0;1;2;0;R
-11.3119121018;-37.558310703;0;280630505000034;0;0;0;0;0;1;0;0;2;0;0;R
-11.3122484708;-37.558666859;0;280630505000034;0;0;0;0;0;0;2;0;2;3;0;R
-11.3127233448;-37.559062587;0;280630505000034;0;0;0;0;0;1;0;0;0;1;0;R
-11.3132377918;-37.55959682;0;280630505000034;0;0;0;0;1;0;1;0;0;2;0;R
-11.3138889438;-37.559933823;0;280630505000034;0;0;0;0;0;0;3;0;0;3;0;R
-11.3141875398;-37.560309132;0;280630505000034;0;0;0;0;1;0;2;0;1;2;0;R
-11.3147217728;-37.560546569;0;280630505000034;0;0;0;0;0;1;4;0;1;1;0;R
-11.3150977148;-37.560902724;0;280630505000034;0;0;0;0;1;1;1;0;0;4;0;R
-11.3153945118;-37.56125888;0;280630505000034;0;0;0;10;1;1;4;0;1;0;0;R
-11.3157110938;-37.561654608;0;280630505000034;0;0;0;0;0;1;0;0;2;3;0;R
-11.3162028308;-37.562072579;0;280630505000034;0;0;0;0;0;0;1;0;0;2;0;R
-11.3165025508;-37.562465851;0;280630505000034;0;0;0;0;1;1;3;0;2;3;0;R
-11.3168191338;-37.563059444;0;280630505000034;0;0;0;0;1;2;2;0;2;4;0;R
-11.3173335808;-37.563593677;0;280630505000034;0;0;12;0;0;1;3;0;2;4;0;R
-11.3178480278;-37.564088338;0;280630505000034;0;0;0;0;1;2;0;0;1;0;0;R
-11.3180066928;-37.564703647;0;280630505000034;0;0;0;0;0;2;2;0;2;0;0;R
-11.3183624748;-37.56551296;0;280630505000034;0;0;0;0;1;0;0;0;1;2;0;R
-11.3186988438;-37.56656164;0;280630505000034;0;0;0;0;1;1;4;0;0;2;0;R
-11.3190747858;-37.567273952;0;280630505000034;0;0;0;0;0;0;0;0;1;0;0;R
-11.3193715818;-37.567847758;0;280630505000034;0;0;0;0;1;2;3;0;1;3;0;R
-11.3198860288;-37.568678787;0;280630505000034;0;0;0;0;1;1;4;0;0;4;0;R
-11.3204851158;-37.569233822;0;280630505000034;0;0;0;0;0;0;4;0;0;1;0;R
-11.3209721408;-37.569906229;0;280630505000034;0;0;0;0;1;2;1;0;0;0;0;R
-11.3217855248;-37.570558497;0;280630505000034;0;0;0;0;0;1;3;0;1;1;0;R
-11.3224186908;-37.571349954;0;280630505000034;0;0;0;0;1;2;2;0;0;0;0;R
-11.3229727108;-37.572022693;0;280630505000034;0;0;0;0;1;2;4;0;2;1;0;R
-11.3231705748;-37.572655858;0;280630505000034;0;0;0;0;0;2;2;0;2;2;0;R
-11.3232892928;-37.573229664;0;280630505000034;0;0;0;0;0;1;4;0;2;3;0;R
-11.3230518558;-37.574060694;0;280630505000034;0;0;0;0;0;2;1;0;1;2;0;R
-11.3228144188;-37.574832364;0;280630505000034;0;0;0;0;1;1;3;0;1;3;0;R
-11.3228737788;-37.57574254;0;280630505000034;0;0;0;0;0;0;1;0;2;3;0;R
-11.3229529238;-37.576435064;0;280630505000034;0;0;0;0;0;1;4;0;2;2;0;R
-11.3234673708;-37.577206735;0;280630505000034;0;0;0;0;1;0;1;0;2;2;0;R
-11.3239224588;-37.577859687;0;280630505000034;0;0;0;0;0;0;0;0;0;4;0;R
-11.3243181868;-37.578591784;0;280630505000034;0;0;0;0;1;0;3;0;0;2;0;R
-11.3246743428;-37.579343668;0;280630505000034;0;0;0;0;1;0;3;0;1;4;0;R
-11.3250107118;-37.580095552;0;280630505000034;0;0;0;0;0;2;4;0;2;3;0;R
-11.3253668678;-37.580847436;0;280630505000034;0;0;0;0;0;2;2;0;1;3;0;R
-11.3256636638;-37.581401456;0;280630505000034;0;0;0;0;1;0;1;0;2;0;0;R
-11.3259604598;-37.581836757;0;280630505000034;0;0;0;0;0;1;2;0;0;0;0;R
-11.3260396058;-37.582410563;0;280630505000034;0;0;0;0;1;0;1;0;0;2;0;R
-11.3258219548;-37.582944797;0;280630505000034;0;0;0;0;0;1;1;0;0;0;0;R
-11.3254855858;-37.583914331;0;280630505000034;0;0;0;0;1;2;1;0;2;0;0;R
-11.3251690028;-37.58480472;0;280630505000034;0;0;0;0;0;1;1;0;0;4;0;R
-11.3250107118;-37.585655536;0;280630505000034;0;0;0;0;0;2;2;0;1;3;0;R
-11.3247534888;-37.586229342;0;280630505000034;0;0;0;0;1;2;1;0;0;2;0;R
-11.3245754108;-37.587060372;0;280630505000034;0;0;0;0;1;2;3;0;1;2;0;R
-11.3241619188;-37.587797466;0;280630505000034;0;0;0;0;0;1;1;0;1;1;0;R
-11.3242390418;-37.588484994;0;280630505000034;0;0;0;0;1;1;1;0;2;1;0;R
-11.3246149838;-37.589454529;0;280630505000034;0;0;0;0;0;2;4;0;1;3;0;R
-11.3249117798;-37.590226199;0;280630505000034;0;0;0;0;1;1;2;0;1;4;0;R
-11.3253866538;-37.591077015;0;280630505000034;0;0;0;0;0;1;3;0;0;3;0;R
-11.3260000328;-37.591848686;0;280630505000034;0;0;0;0;1;0;4;0;0;1;0;R
-11.3266529848;-37.592481851;0;280630505000034;0;0;0;0;1;1;4;0;2;0;0;R
-11.3272267908;-37.59315459;0;280630505000034;0;0;0;0;1;2;3;0;1;0;0;R
-11.3278797428;-37.593728396;0;280630505000034;0;0;0;0;0;2;3;0;1;0;0;R
-11.3287107728;-37.59420327;0;280630505000034;0;0;0;0;1;1;1;0;0;3;0;R
-11.3294230838;-37.594796863;0;280630505000034;0;0;0;0;0;1;2;0;0;2;0;R
-11.3303530458;-37.594935367;0;280630505000034;0;0;0;0;0;1;0;0;1;2;0;R
-11.3311247158;-37.595153018;0;280630505000034;0;0;0;0;1;2;3;0;0;1;0;R
-11.3320151048;-37.595726824;0;280630505000034;0;0;0;0;1;1;2;0;0;1;0;R
-11.3327669888;-37.596142339;0;280630505000034;0;0;0;0;0;1;2;0;2;2;0;R
-11.3337365228;-37.596518281;0;280630505000034;0;0;0;0;1;0;0;0;1;1;0;R
-11.3345477668;-37.597092087;0;280630505000034;0;0;0;0;0;1;0;0;0;3;0;R
-11.3351611458;-37.597151447;0;280630505000034;0;0;0;0;0;1;2;0;1;3;0;R
-11.3359526028;-37.597032728;0;280630505000034;0;0;0;0;1;2;4;0;0;2;0;R
-11.3368034188;-37.596953582;0;280630505000034;0;0;0;0;0;2;1;0;0;1;0;R
-11.3374167978;-37.596735932;0;280630505000034;0;0;24;0;0;2;0;0;1;3;0;R
-11.3380301768;-37.596498495;0;280630505000034;0;0;0;2;1;2;0;0;2;4;0;R
-11.3388216328;-37.596498495;0;280630505000034;0;0;0;0;1;0;2;0;2;1;0;R
-11.3392965078;-37.596696359;0;280630505000034;0;0;0;0;0;1;1;0;2;1;0;R
-11.3400483918;-37.596973369;0;280630505000034;0;0;0;0;1;1;2;0;2;3;0;R
-11.3408200618;-37.597369097;0;280630505000034;0;0;0;0;0;1;2;0;1;4;0;R
-11.3410574988;-37.597903331;0;280630505000034;0;0;0;0;1;0;2;0;1;3;0;R
-11.3411564308;-37.598397991;0;280630505000034;0;0;0;0;1;2;0;0;0;4;0;R
-11.3416510918;-37.598952011;0;280630505000034;0;0;0;0;1;1;2;0;2;4;0;R
-11.3419281018;-37.599703895;0;280630505000034;0;0;0;0;0;0;4;0;0;0;0;R
-11.3422446838;-37.600356847;0;280630505000034;0;0;0;0;0;2;1;0;0;1;0;R
-11.3426206258;-37.601029585;0;280630505000034;0;0;0;0;0;1;3;0;1;0;0;R
-11.3427789178;-37.601741896;0;280630505000034;0;0;0;0;0;0;4;0;2;4;0;R
-11.3427789178;-37.602414634;0;280630505000034;0;0;0;0;1;2;3;0;1;0;0;R
-11.3430163548;-37.60326545;0;280630505000034;0;0;0;0;1;1;4;0;1;4;0;R
-11.3394028258;-37.607560776;0;280630505000034;0;0;0;0;0;0;2;0;0;0;0;R
-11.3392997088;-37.60767744;0;280630505000034;0;0;0;0;0;2;2;0;1;0;0;R
-11.3390782468;-37.607927997;0;280630505000034;0;0;0;0;1;2;4;0;0;1;0;R
-11.3384896988;-37.608593868;0;280630505000034;0;0;0;0;0;1;0;0;1;0;0;R
-11.3387471158;-37.608564023;0;280630505000034;0;0;0;0;1;0;1;0;2;0;0;R
-11.3390620858;-37.608468162;0;280630505000034;0;0;0;0;1;1;3;0;2;4;0;R
-11.3398152758;-37.608331219;0;280630505000034;0;0;0;0;1;1;0;0;2;4;0;R
-11.3411573238;-37.608125803;0;280630505000034;0;0;0;0;0;0;0;0;1;2;0;R
-11.3413180108;-37.608109446;0;280630505000034;0;0;0;0;0;2;0;0;1;1;0;R
-11.3413901798;-37.607887466;0;280630505000034;0;0;0;0;0;1;2;0;0;0;0;R
-11.3414891918;-37.607553542;0;280630505000034;36;0;0;0;0;2;1;0;1;4;0;R
-11.3419491788;-37.606648347;0;280630505000034;0;0;0;0;0;2;2;0;2;0;0;R
-11.3421986858;-37.606125212;0;280630505000034;0;0;0;0;1;2;0;0;2;2;0;R
-11.3430542248;-37.604633416;0;280630505000034;0;0;0;0;0;1;3;0;1;2;0;R
-11.3438637148;-37.602934657;0;280630505000034;0;0;0;0;1;0;1;0;2;1;0;R
-11.3441995388;-37.60134871;0;280630505000034;0;0;0;0;0;0;1;0;2;2;0;R
-11.3440823338;-37.599515886;0;280630505000034;0;0;0;0;1;2;3;0;1;0;0;R
-11.3434858878;-37.597825181;0;280630505000034;0;0;0;0;0;0;4;0;0;1;0;R
-11.3424853998;-37.596428358;0;280630505000034;0;0;0;0;1;2;3;0;1;3;0;R
-11.3411336948;-37.595352412;0;280630505000034;0;0;0;0;1;0;4;0;2;3;0;R
-11.3371562298;-37.593640379;0;280630505000034;0;0;0;0;0;0;3;0;0;4;0;R
-11.3355055598;-37.59249387;0;280630505000034;0;0;0;0;0;2;2;0;0;1;0;R
-11.3342778508;-37.591016123;0;280630505000034;0;0;0;0;1;1;1;0;1;0;0;R
-11.3334195768;-37.589297443;0;280630505000034;0;0;0;0;1;0;3;0;0;2;0;R
-11.3330122578;-37.58736425;0;280630505000034;0;0;0;0;0;2;3;0;0;0;0;R
-11.3330586478;-37.585561361;0;280630505000034;0;0;0;0;1;2;3;0;1;1;0;R
-11.3331740388;-37.584648852;0;280630505000034;0;0;0;0;1;1;2;0;2;2;0;R
-11.3337704818;-37.579529138;0;280630505000034;0;0;0;0;0;0;3;0;1;1;0;R
-11.3339191088;-37.576497186;0;280630505000034;0;0;0;0;1;1;2;0;0;0;0;R
-11.3334306448;-37.57461097;0;280630505000034;0;0;0;0;0;1;0;0;1;0;0;R
-11.3310129818;-37.570098233;0;280630505000034;0;0;0;0;1;0;1;0;1;1;0;R
-11.3295727018;-37.567788023;0;280630505000034;0;0;0;0;0;0;2;0;2;4;0;R
-11.3281015098;-37.566429258;0;280630505000034;0;0;0;0;0;2;3;0;0;1;0;R
-11.3237782718;-37.564169819;0;280630505000034;0;0;0;0;0;2;3;0;0;4;0;R
-11.3228460788;-37.563640101;0;280630505000034;0;0;0;0;1;1;3;0;2;4;0;R
-11.3221056948;-37.561991864;0;280630505000034;0;0;0;0;1;2;4;0;2;3;0;R
-11.3219470408;-37.561180967;0;280630505000034;0;0;0;0;1;0;3;0;2;4;0;R
-11.3217178738;-37.558580806;0;280630505000034;0;0;0;0;1;2;2;0;2;3;0;R
-11.3214490438;-37.557611255;0;280630505000034;0;0;0;0;1;0;2;0;2;4;0;R
-11.3212083788;-37.556995152;0;280630505000034;0;0;0;0;0;2;0;0;1;2;0;R
-11.3212047748;-37.557024174;0;280630505000034;0;0;0;0;1;1;1;0;1;3;0;R
-11.3207138658;-37.559105113;0;280630505000034;0;0;0;0;1;1;3;0;1;2;0;R
-11.3194560668;-37.559213531;0;280630505000034;0;0;0;0;0;1;0;0;0;2;0;R
-11.3187992378;-37.559245792;0;280630505000034;0;0;0;0;1;0;2;0;0;4;0;R
-11.3167463018;-37.552136044;0;280630505000034;0;0;0;0;1;0;4;0;0;1;0;R
-11.3170061918;-37.55183184;0;280630505000034;0;0;0;0;0;2;0;0;1;1;0;R
-11.3134458348;-37.547923686;0;280630505000034;0;0;0;0;0;1;0;0;2;1;0;R
-11.3121257038;-37.546098317;0;280630505000034;0;0;0;0;0;0;4;0;2;3;0;R
-11.3119478228;-37.544889456;0;280630505000034;0;0;0;0;1;0;1;0;2;3;0;R
-11.3119540678;-37.542370682;0;280630505000034;0;0;0;0;1;0;1;0;0;0;0;R
-11.3121529628;-37.540425937;0;280630505000034;0;0;0;0;0;0;3;0;2;2;0;R
-11.3128239998;-37.539169097;0;280630505000034;0;0;13;0;0;1;2;0;2;3;0;R
-11.3197155208;-37.532299966;0;280630505000034;0;0;0;0;1;2;3;0;1;4;0;R
-11.3202529928;-37.531216954;0;280630505000034;0;0;0;0;1;2;0;0;1;4;0;R
-11.3203651098;-37.530124982;0;280630505000034;0;0;0;0;1;1;1;0;2;1;0;R
-11.3201798778;-37.5292193;0;280630505000034;0;0;0;0;0;2;0;0;1;4;0;R
-11.3196327908;-37.528287174;0;280630505000034;0;0;0;0;0;0;2;0;0;1;0;R
-11.3187690498;-37.527457147;0;280630505000034;0;0;0;21;0;2;0;0;2;1;0;R
-11.3113023128;-37.520827658;0;280630505000034;0;0;0;0;1;1;3;0;1;0;0;R
-11.3091071108;-37.518878604;0;280630505000034;0;0;0;0;0;0;0;0;0;3;0;R
-11.3084500098;-37.517744707;0;280630505000034;0;0;0;0;0;0;0;0;0;0;0;R
-11.3050322538;-37.508648159;0;280630505000034;0;0;0;0;0;0;4;0;0;1;0;R
-11.3045426858;-37.50649802;0;280630505000034;0;0;0;0;0;0;0;0;1;2;0;R
-11.3043711748;-37.501268633;0;280630505000034;0;0;0;0;1;2;2;0;1;1;0;R
-11.3048289558;-37.498766481;0;280630505000034;0;0;0;0;0;0;0;0;1;3;0;R
-11.3051585918;-37.496034236;0;280630505000034;0;0;0;0;0;1;4;0;2;4;0;R
-11.3048352688;-37.492976165;0;280630505000034;0;0;0;0;1;0;4;0;0;4;0;R
-11.3032308098;-37.487406065;0;280630505000034;0;0;0;0;1;1;3;0;0;1;0;R
-11.3330822288;-37.653552173;0;280630505000035;0;0;0;0;0;0;4;0;1;3;0;R
-11.3332344738;-37.654432293;0;280630505000035;0;0;0;0;0;1;1;0;2;1;0;R
-11.3317522618;-37.663121028;0;280630505000035;0;0;0;0;0;2;2;0;1;3;0;R
-11.3315320238;-37.66302101;0;280630505000035;0;0;0;0;0;2;1;0;1;0;0;R
-11.3310509878;-37.662802554;0;280630505000035;0;0;0;0;0;1;4;0;0;3;0;R
-11.3310053888;-37.662781846;0;280630505000035;0;0;0;0;0;1;0;0;1;2;0;R
-11.3309595548;-37.662761031;0;280630505000035;0;0;0;0;0;0;2;0;0;3;0;R
-11.3236612308;-37.659446594;0;280630505000035;0;0;0;0;1;0;1;0;1;0;0;R
-11.3227722338;-37.657255401;0;280630505000035;0;0;0;0;1;2;3;0;1;2;0;R
-11.3206000268;-37.65190136;0;280630505000035;0;0;0;0;1;0;1;0;2;1;0;R
-11.3206078858;-37.651444164;0;280630505000035;0;0;0;0;0;2;4;0;2;0;0;R
-11.3234926458;-37.647417078;0;280630505000035;0;0;0;0;0;0;0;0;2;3;0;R
-11.3235472798;-37.647340809;0;280630505000035;0;0;0;0;0;2;4;0;2;3;0;R
-11.3235822098;-37.647292047;0;280630505000035;0;0;0;0;1;0;4;0;1;2;0;R
-11.3238700428;-37.646890236;0;280630505000035;0;0;0;0;1;2;4;0;2;2;0;R
-11.3248759338;-37.646598752;0;280630505000035;0;0;0;0;1;1;3;0;0;0;0;R
-11.3300871378;-37.652654036;0;280630505000035;0;21;0;0;1;2;3;0;1;4;0;R
-11.3330822288;-37.653552173;0;280630505000035;0;0;0;0;0;0;1;0;2;3;0;R
-11.3490389528;-37.448619618;0;280630505000037;0;0;0;0;0;1;4;0;0;4;0;R
-11.3461590158;-37.449375658;0;280630505000037;0;0;0;0;1;1;0;0;2;2;0;R
-11.3445652178;-37.449645929;0;280630505000037;0;0;0;0;0;2;1;0;2;2;0;R
-11.3423863668;-37.44916557;0;280630505000037;0;0;0;0;1;2;2;0;1;3;0;R
-11.3408325578;-37.449081182;0;280630505000037;0;0;0;0;0;1;2;0;2;4;0;R
-11.3397547098;-37.449400076;0;280630505000037;0;0;0;0;0;1;1;0;0;3;0;R
-11.3384758388;-37.450136753;0;280630505000037;0;0;0;0;1;1;4;0;2;3;0;R
-11.3361400738;-37.451171202;0;280630505000037;0;0;0;0;0;2;4;0;0;1;0;R
-11.3344746808;-37.451432932;0;280630505000037;0;0;0;0;1;2;0;0;2;3;0;R
-11.3331371908;-37.451790025;0;280630505000037;0;0;0;0;0;2;1;0;2;0;0;R
-11.3310760438;-37.452831572;0;280630505000037;0;0;0;0;1;2;4;0;1;1;0;R
-11.3284424098;-37.454283865;0;280630505000037;0;0;0;0;1;1;3;0;2;4;0;R
-11.3256683538;-37.455820482;0;280630505000037;0;0;0;0;1;0;0;0;0;1;0;R
-11.3246806708;-37.456378573;0;280630505000037;0;0;0;0;1;0;0;0;1;3;0;R
-11.3229932278;-37.456211064;0;280630505000037;0;0;0;0;1;0;3;0;1;0;0;R
-11.3204533968;-37.455350694;0;280630505000037;0;0;0;0;0;1;0;0;2;3;0;R
-11.3184126988;-37.455069524;0;280630505000037;0;0;0;0;1;0;0;0;1;3;0;R
-11.3173034178;-37.454458989;0;280630505000037;0;0;0;0;1;0;1;0;0;3;0;R
-11.3161367088;-37.453393315;0;280630505000037;0;0;0;0;0;2;1;0;0;3;0;R
-11.3144413288;-37.452961235;0;280630505000037;0;0;0;0;0;1;4;0;0;3;0;R
-11.3134134328;-37.452191303;0;280630505000037;0;0;0;0;1;1;2;0;0;0;0;R
-11.3119464468;-37.451613664;0;280630505000037;0;0;0;0;0;0;2;0;0;4;0;R
-11.3103963748;-37.45232348;0;280630505000037;0;0;0;0;1;0;4;0;0;4;0;R
-11.3090513928;-37.453297901;0;280630505000037;0;0;0;0;0;0;4;0;0;4;0;R
-11.3081143148;-37.453767603;0;280630505000037;0;0;0;0;1;0;0;0;1;0;0;R
-11.3066974208;-37.454569909;0;280630505000037;0;0;0;0;0;2;4;0;1;1;0;R
-11.3057638468;-37.454630745;0;280630505000037;0;0;0;0;1;0;3;0;2;4;0;R
-11.3047054768;-37.454190087;0;280630505000037;0;0;0;0;1;0;0;0;0;1;0;R
-11.3040511928;-37.453757527;0;280630505000037;0;0;0;0;1;1;0;0;1;2;0;R
-11.3037168398;-37.453554477;0;280630505000037;0;0;0;0;0;2;2;0;1;2;0;R
-11.3022909868;-37.45266205;0;280630505000037;0;13;0;0;1;0;0;0;2;1;0;R
-11.3014098578;-37.452059081;0;280630505000037;0;0;0;0;1;2;0;0;1;1;0;R
-11.3014065408;-37.452055516;0;280630505000037;0;0;0;0;0;2;1;0;1;0;0;R
-11.3014458078;-37.45213979;0;280630505000037;0;0;0;0;1;1;1;0;2;1;0;R
-11.3015398228;-37.452342013;0;280630505000037;0;0;0;0;1;0;3;0;0;3;0;R
-11.3015739898;-37.452416111;0;280630505000037;0;0;0;0;1;2;1;0;0;3;0;R
